Timestamp,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh)
55:35.6,Winter,6.04,54.9,19.99,539.61,16,0.06,9.22
55:35.6,Winter,-3.65,42.07,7.24,243.47,175,0.16,21.86
55:35.6,Winter,3.06,50.91,15.23,943.86,196,0.15,18.79
55:35.6,Winter,9.61,72.3,0.02,9.78,120,0.15,18.18
55:35.6,Winter,-1.97,31.91,2.35,847.13,63,0.19,22.13
55:35.6,Winter,1.76,50.97,2.65,21.34,105,0.12,23.93
55:35.6,Winter,7.07,46.04,11.31,726.36,106,0.15,13.54
55:35.6,Winter,0.23,74.23,0.1,645.61,161,0.26,19.2
55:35.6,Winter,7.53,33.03,9.77,253.19,84,0.21,10.78
55:35.6,Winter,7.7,71.43,9.24,597.8,188,0.17,20.36
55:35.6,Winter,4.13,55.72,13.63,536.19,51,0.15,15.98
55:35.6,Winter,0.27,46.79,15.51,976.49,158,0.2,21.99
55:35.6,Winter,7.72,46.66,13.04,489.18,6,0.19,10.02
55:35.6,Winter,1.36,65.07,8.08,447.41,17,0.14,10.3
55:35.6,Winter,-1.52,62.57,2.12,642.7,25,0.14,21.14
55:35.6,Winter,-3.91,53.23,17.41,385.34,10,0.08,17.2
55:35.6,Winter,6.45,33.88,17.31,126.4,6,0.07,17.85
55:35.6,Winter,5.5,37.59,6.84,988.3,26,0.14,9.28
55:35.6,Winter,1.07,60.37,3.67,455.25,12,0.09,15.58
55:35.6,Winter,-1.48,63.39,10.54,676.88,5,0.1,10.66
55:35.6,Winter,3.66,62.16,4.1,814.4,17,0.13,13.56
55:35.6,Winter,4.68,33.26,18.13,112.61,29,0.11,10.77
55:35.6,Winter,5.84,54.47,15.93,518.09,13,0.14,10.03
55:35.6,Winter,0.19,44.03,8.56,260.34,29,0.1,14.36
55:35.6,Winter,1.15,54.82,13.7,996.37,19,0.08,16.51
55:35.6,Winter,-3.45,56.85,19.46,443.91,61,0.22,17.19
55:35.6,Winter,-3.39,40.77,11.57,718.62,68,0.23,19.11
55:35.6,Winter,7.93,60.61,3.81,951.84,79,0.11,20.27
55:35.6,Winter,7.37,67.95,5.25,641.87,170,0.29,22.2
55:35.6,Winter,-2.28,66.78,13.66,509.6,93,0.24,13.09
55:35.6,Winter,8.11,77.39,1.12,273.48,111,0.26,12.4
55:35.6,Winter,3.39,65.38,14.42,555.18,69,0.14,19.68
55:35.6,Winter,-0.16,41.37,13.93,920.05,154,0.14,18.33
55:35.6,Winter,6.76,30.22,1.36,606.6,126,0.22,12.73
55:35.6,Winter,9.84,63.34,2.44,967.64,159,0.12,10.18
55:35.6,Winter,9.65,58.03,19.91,60.13,139,0.18,23.59
55:35.6,Winter,2.52,38.36,8.4,238.18,13,0.29,16.24
55:35.6,Winter,8.4,44.93,19.42,438.95,15,0.19,11.85
55:35.6,Winter,4.86,43.59,11.56,740.67,24,0.12,16.98
55:35.6,Winter,5.86,36.29,4.17,582.98,5,0.1,12.99
55:35.6,Winter,3.17,69.95,13.9,257.81,14,0.11,20.99
55:35.6,Winter,-3.48,44.09,7.47,877.51,11,0.12,18.01
55:35.6,Winter,-0.7,35.09,12.13,894.97,18,0.05,17.06
55:35.6,Winter,2.69,51.88,11.75,116.04,8,0.07,16.42
55:35.6,Winter,-2.57,53.46,13.01,326.24,30,0.14,21.69
55:35.6,Winter,-0.94,46.54,6.46,137.72,24,0.07,20.84
55:35.6,Winter,7.05,43.47,12.69,981.19,24,0.09,11.28
55:35.6,Winter,1.74,32.79,18.44,57.78,24,0.05,14.69
55:35.6,Winter,8.82,79.77,18.97,117.16,20,0.12,19.26
55:35.6,Winter,4.62,53.66,15.07,486.74,162,0.18,21.29
55:35.6,Winter,3.95,56.46,5.14,756.84,86,0.29,14.36
55:35.6,Winter,-2.5,72.78,19.33,974.94,192,0.19,16.91
55:35.6,Winter,9.58,66.23,8.7,509.39,91,0.15,14.76
55:35.6,Winter,8.9,72.61,16.62,388.79,93,0.24,17.52
55:35.6,Winter,5.15,37.22,5.36,348.45,111,0.16,16.18
55:35.6,Winter,1.37,32.76,1.31,648.03,172,0.11,22.08
55:35.6,Winter,2.07,49.44,18.36,290.07,149,0.25,21.04
55:35.6,Winter,5.76,56.96,9.75,326.05,171,0.22,18.15
55:35.6,Winter,9.58,64.1,4.5,900.11,152,0.15,11.54
55:35.6,Winter,3.13,64.24,10.38,664.08,63,0.2,17.97
55:35.6,Winter,2.29,56.14,15.8,186.96,15,0.24,17.98
55:35.6,Winter,-1.96,61.16,5.15,493.77,16,0.12,10.97
55:35.6,Winter,-4.36,69.71,18.47,525.57,14,0.1,14.94
55:35.6,Winter,9.39,76.18,19.57,987.55,27,0.1,18.74
55:35.6,Winter,0.91,30.09,3.53,906.34,20,0.06,11.45
55:35.6,Winter,4.38,59.62,4.84,333.23,13,0.12,9.8
55:35.6,Winter,-1.28,36.29,18.3,532.58,23,0.14,12.11
55:35.6,Winter,-0.32,47.25,5.26,439.24,11,0.08,10.98
55:35.6,Winter,-4.11,80,12.96,662.61,23,0.05,20.76
55:35.6,Winter,3.7,66.33,18.27,876.56,7,0.15,15.22
55:35.6,Winter,-0.4,72.09,12.04,146.76,29,0.05,20.79
55:35.6,Winter,-4.45,69.57,12.01,471.64,24,0.11,12.65
55:35.6,Winter,9.18,39.03,15.02,233.23,8,0.13,16.76
55:35.6,Winter,-1.8,62.24,17.31,37.83,186,0.26,19.4
55:35.6,Winter,-0.41,78.38,1.04,888.59,196,0.29,22.38
55:35.6,Winter,3.49,42.53,2.5,512.73,195,0.25,18.72
55:35.6,Winter,-4.21,39.39,3.44,827.86,58,0.16,20.62
55:35.6,Winter,-2.51,43.71,15.46,332.17,109,0.19,21.58
55:35.6,Winter,-0.45,75.26,17.92,530.08,90,0.11,19.12
55:35.6,Winter,7.86,73.69,17.02,253.91,100,0.17,21.96
55:35.6,Winter,0.43,36.64,5.57,29.76,197,0.25,25.64
55:35.6,Winter,5.25,38.42,14.09,62.71,120,0.2,19.68
55:35.6,Winter,-3.02,46.3,11.67,364.74,141,0.14,15.35
55:35.6,Winter,6.48,51,11.34,422.57,123,0.16,13.48
55:35.6,Winter,5.36,72.22,1.62,640.12,11,0.12,17.38
55:35.6,Winter,-1.12,53.04,11.22,651.64,27,0.1,20.07
55:35.6,Winter,-0.77,61.67,19.38,217.2,8,0.14,20.49
55:35.6,Winter,9.61,72.38,16.33,262.38,26,0.1,18
55:35.6,Winter,-4.9,43.15,14.5,930.88,20,0.09,14.79
55:35.6,Winter,3.13,51.09,12.85,434.78,30,0.08,9.84
55:35.6,Winter,-1.82,36.28,15.33,897.29,49,0.07,17.86
55:35.6,Winter,-2.35,56.74,15.76,121.4,41,0.08,14.97
55:35.6,Winter,7.9,58.93,7.37,290.33,36,0.1,12.47
55:35.6,Winter,-2.73,42.78,13.91,525.58,11,0.12,19.05
55:35.6,Winter,-0.44,35.99,11.78,565.56,40,0.13,18.34
55:35.6,Winter,-3.3,61.63,4.67,877.98,29,0.08,21.13
55:35.6,Winter,8.09,70.72,0.06,749.06,28,0.09,16.37
55:35.6,Winter,-0.31,34.87,4.84,331.94,50,0.29,22.52
55:35.6,Winter,4.65,75.37,0.04,976.69,32,0.19,14.3
55:35.6,Winter,8.01,64.61,1.77,624.94,24,0.13,17.56
55:35.6,Winter,6.69,52.62,5.2,17.82,46,0.11,14.21
55:35.6,Winter,0.75,74.49,12.37,380.57,15,0.1,17.29
55:35.6,Winter,-1.94,54,19.49,130.6,38,0.11,21.52
55:35.6,Winter,5.43,60.95,8.79,634.27,28,0.19,9.97
55:35.6,Winter,7.6,71.3,2.92,577.89,32,0.28,8.66
55:35.6,Winter,-0.39,58.99,6.61,828.55,35,0.12,18.98
55:35.6,Winter,-2.75,31.48,12.02,317.69,9,0.23,21.78
55:35.6,Winter,4.72,73.36,18.82,678.11,45,0.12,18.46
55:35.6,Winter,-0.58,67.72,8.53,883.59,15,0.14,16.03
55:35.6,Winter,7.44,40.58,8.37,186.39,15,0.22,13.28
55:35.6,Winter,-3.67,45.3,10.92,628.06,32,0.1,21.09
55:35.6,Winter,4.03,45.57,9.59,491.35,28,0.1,13.01
55:35.6,Winter,-2.29,46.38,4.49,494.42,44,0.14,20.92
55:35.6,Winter,4.32,34.36,2.01,852.51,17,0.15,16.05
55:35.6,Winter,-0.85,50.28,7.23,42.51,38,0.06,20.5
55:35.6,Winter,-0.39,36.68,14.66,43.35,38,0.09,17.72
55:35.6,Winter,4.44,40.22,15.45,754.1,22,0.06,15.99
55:35.6,Winter,8.06,58.84,3.08,127.09,8,0.1,17.72
55:35.6,Winter,8.78,65.18,1.57,560.29,16,0.1,12.36
55:35.6,Winter,0.56,50.43,11.07,512.87,41,0.06,19.79
55:35.6,Winter,9.56,65.02,1.57,440.35,33,0.13,17.93
55:35.6,Winter,2.5,72.57,19.65,610.43,16,0.24,12.62
55:35.6,Winter,7.58,56.34,11.38,339.97,13,0.22,16.21
55:35.6,Winter,9.28,38.01,8.81,462.5,39,0.25,13.87
55:35.6,Winter,-4.94,48.47,2.69,379.11,10,0.21,19.42
55:35.6,Winter,8.65,43.32,16.15,758.45,45,0.12,18.89
55:35.6,Winter,-0.42,30.05,1.15,161.15,48,0.15,19.55
55:35.6,Winter,-3.74,62.25,15.46,916.95,41,0.16,20.1
55:35.6,Winter,2.44,66.01,7.73,955.36,18,0.26,11.39
55:35.6,Winter,8.01,76.73,1.73,293.24,35,0.28,11.35
55:35.6,Winter,6.75,42.92,19.82,686.01,31,0.2,20
55:35.6,Winter,2.91,45.86,17.84,605.17,46,0.12,16.45
55:35.6,Winter,-0.12,34.12,19.14,310.72,16,0.18,18.78
55:35.6,Winter,7.03,34.82,5.56,747.78,36,0.16,14.04
55:35.6,Winter,-2.62,53.08,11.91,475.21,22,0.07,19.29
55:35.6,Winter,7.5,73.54,11.29,487.17,18,0.13,14.22
55:35.6,Winter,-4.95,33.42,2.31,362.43,42,0.11,20.72
55:35.6,Winter,7.57,63.35,10.54,552.38,12,0.14,10.83
55:35.6,Winter,2.74,64.17,3.76,919.46,24,0.1,10.31
55:35.6,Winter,-4.39,35.38,19.79,812.74,7,0.11,19.86
55:35.6,Winter,-1.04,67.58,3.45,323.02,8,0.09,12.75
55:35.6,Winter,9.59,59.97,1.08,793.41,26,0.07,15.1
55:35.6,Winter,-1.3,75.02,11.92,596.09,6,0.06,18.81
55:35.6,Winter,0.72,77.72,4.91,373.3,23,0.11,19.64
55:35.6,Winter,-3.27,70.94,18.96,350.52,7,0.06,11.08
55:35.6,Winter,-2.38,49.46,2.83,567.36,55,0.27,16.72
55:35.6,Winter,2.29,40.45,13.56,781.17,142,0.29,21.38
55:35.6,Winter,5,54.41,12.24,866.14,90,0.23,17.05
55:35.6,Winter,4.58,73.35,7.75,935.23,103,0.23,10.42
55:35.6,Winter,3.46,45.63,18.19,369.3,70,0.26,11.55
55:35.6,Winter,6.46,45.07,7.24,780.44,185,0.27,15.69
55:35.6,Winter,-3.71,75.83,9.91,824.3,79,0.27,16.42
55:35.6,Winter,5.17,71.54,10.67,761.46,178,0.27,20.32
55:35.6,Winter,3.62,44.27,9.8,516.16,60,0.17,15.4
55:35.6,Winter,5.13,79.64,12.93,312.08,126,0.12,15.37
55:35.6,Winter,-2.16,57.28,15.72,159.18,138,0.11,15.76
55:35.6,Winter,3.77,33.19,4.84,198.8,27,0.14,17.67
55:35.6,Winter,6.04,77.59,1.37,101.41,18,0.25,19.75
55:35.6,Winter,-0.84,39.75,0.67,94.28,22,0.14,12.78
55:35.6,Winter,0.76,36.93,6.72,901.52,26,0.13,16.59
55:35.6,Winter,7.72,52.36,7.03,882.18,24,0.08,14.61
55:35.6,Winter,2.94,53.8,6.85,448.93,10,0.09,20.92
55:35.6,Winter,5.75,67.8,5.26,414.88,14,0.09,8.83
55:35.6,Winter,-2.71,65.26,12.87,173.02,6,0.13,21.32
55:35.6,Winter,-1.93,60.67,0.94,815.09,12,0.05,12.99
55:35.6,Winter,6.87,70.29,13.31,405.49,6,0.14,17.86
55:35.6,Winter,-1.73,39.35,9.16,647.7,14,0.13,12.62
55:35.6,Winter,-2.31,65.57,19.27,266.24,24,0.05,12.67
55:35.6,Winter,-1.19,54.89,3.23,139.1,16,0.05,16.14
55:35.6,Winter,3.88,65.28,11.06,275.53,190,0.3,14.88
55:35.6,Winter,5.65,66.9,13.24,217.43,170,0.24,20.18
55:35.6,Winter,5.92,56.14,6.42,131.72,174,0.24,16.36
55:35.6,Winter,5.56,71.9,12.24,366.66,149,0.12,16.88
55:35.6,Winter,5.88,43.03,4.95,963.84,138,0.17,18.04
55:35.6,Winter,5.56,65.87,0.97,871.59,103,0.28,10.07
55:35.6,Winter,8.86,75.12,5.72,402.34,165,0.2,18.75
55:35.6,Winter,6.89,38.15,11.3,867.47,108,0.25,14.07
55:35.6,Winter,4.05,52.66,4.82,956.75,142,0.26,15.17
55:35.6,Winter,-2.86,53.59,19.41,784.27,87,0.29,22.72
55:35.6,Winter,-4.41,55.93,4.65,903.24,92,0.22,18.79
55:35.6,Winter,8.48,47.36,9.37,355.61,28,0.23,10.06
55:35.6,Winter,4.11,32.89,9.14,370.6,16,0.22,19.32
55:35.6,Winter,4.57,31.85,4.93,990.3,19,0.15,11.39
55:35.6,Winter,9.56,74.04,13.82,643.99,16,0.15,8.02
55:35.6,Winter,9.98,73.55,5.72,318.95,23,0.07,13.28
55:35.6,Winter,-4.54,59.22,17.64,16.26,11,0.06,14.34
55:35.6,Winter,-2.18,63.41,16.69,727.3,8,0.08,19.85
55:35.6,Winter,0.51,56.36,15.17,258.94,9,0.12,18
55:35.6,Winter,9.92,72.8,15.63,894.89,30,0.15,15.19
55:35.6,Winter,6.4,66.72,5.35,532.62,19,0.13,17.34
55:35.6,Winter,2.45,37.58,3.48,697.91,21,0.09,13.85
55:35.6,Winter,-1.12,33.62,4.72,403.95,11,0.06,19.25
55:35.6,Winter,-0.49,68.42,10.03,740.84,8,0.15,17.03
55:35.6,Winter,-1.77,32.02,4.31,77.98,122,0.26,23.17
55:35.6,Winter,-2.56,31.92,0.26,922.45,86,0.13,16.85
55:35.6,Winter,5.88,59.13,3.76,574.15,145,0.22,18.6
55:35.6,Winter,-1.31,78.53,8.39,19.9,92,0.24,24.24
55:35.6,Winter,9.19,67.43,10.24,641.84,84,0.11,12.44
55:35.6,Winter,-2.65,67.62,4.34,583.18,68,0.26,14.91
55:35.6,Winter,9.19,51.7,14.65,643.22,113,0.28,20.7
55:35.6,Winter,3.53,39.72,3.19,433.39,117,0.23,17.85
55:35.6,Winter,-1.34,79.72,16.72,832.22,162,0.22,13.24
55:35.6,Winter,-3.2,66.14,16.06,924.99,112,0.17,17.02
55:35.6,Winter,-1.23,48.68,11.44,411.96,67,0.16,20.72
55:35.6,Winter,3.94,67.13,6.38,39.94,15,0.28,11.11
55:35.6,Winter,2.08,54.53,11.4,130.83,9,0.25,20.43
55:35.6,Winter,1.63,58.97,7.78,203.59,22,0.06,20.56
55:35.6,Winter,1.35,73.59,9.02,661.9,18,0.07,19.27
55:35.6,Winter,7.28,49.09,14.34,504.17,29,0.08,10.78
55:35.6,Winter,7.6,54.88,6.72,824.21,10,0.13,11.85
55:35.6,Winter,3.59,38.84,13.71,483.42,18,0.11,16.71
55:35.6,Winter,4.08,44.31,16.81,646.99,20,0.07,15.7
55:35.6,Winter,2.63,34.97,4.05,842.45,28,0.09,13.22
55:35.6,Winter,-4.35,30.71,12.16,831.81,15,0.08,17.74
55:35.6,Winter,-4.94,68.43,0.04,720.42,12,0.14,15.83
55:35.6,Winter,3.2,34.73,1.27,894.43,8,0.06,18.75
55:35.6,Winter,4.54,74.95,10.74,268.38,13,0.14,18.7
55:35.6,Winter,2.36,72.99,9.03,606.63,85,0.21,17.24
55:35.6,Winter,9.68,57.73,17.29,146.32,150,0.25,20.54
55:35.6,Winter,2.74,76.45,13.11,29.61,194,0.14,16.75
55:35.6,Winter,1.86,66.26,17.82,547.07,132,0.28,22.22
55:35.6,Winter,-1.32,66.78,6.97,482.22,137,0.29,14.55
55:35.6,Winter,7.82,58.81,6.08,241.01,142,0.22,12.45
55:35.6,Winter,-1.82,76.24,3.27,447.62,164,0.25,15.1
55:35.6,Winter,8.38,61.78,15.49,738.36,199,0.11,13.66
55:35.6,Winter,-3.33,53.49,2.21,327.38,118,0.26,14.67
55:35.6,Winter,5.4,40.14,18.22,639.18,52,0.11,18.07
55:35.6,Winter,-3.71,79.48,10.78,445.15,169,0.18,19.79
55:35.6,Winter,4.52,47.62,10.18,845.73,8,0.15,10.38
55:35.6,Winter,8.93,73.25,5.3,727.61,23,0.27,14.36
55:35.6,Winter,-0.71,48.87,4.2,248.98,11,0.06,11.97
55:35.6,Winter,3.65,53.52,10.2,59.7,30,0.08,17.99
55:35.6,Winter,8.43,42.91,19.6,89.45,22,0.11,16.23
55:35.6,Winter,3.95,37.5,9.56,514.59,29,0.1,20.84
55:35.6,Winter,0.13,63.26,3.7,255.08,27,0.13,12.06
55:35.6,Winter,3.4,36.92,18.18,123.35,7,0.13,13.16
55:35.6,Winter,0.74,54.36,9.13,328.24,13,0.1,11.91
55:35.6,Winter,-4.97,42.88,8.41,22.56,18,0.13,24.1
55:35.6,Winter,9.01,64.45,13.33,333.99,28,0.1,11.17
55:35.6,Winter,5.68,61.32,4.17,564.26,8,0.14,13.45
55:35.6,Winter,4.04,33.88,19.57,199.64,21,0.11,15.39
55:35.6,Winter,-0.47,51.44,17.04,7.9,81,0.17,21.65
55:35.6,Winter,-2.96,30.49,1.59,973.51,101,0.22,19.49
55:35.6,Winter,4.06,35.4,6.35,947.44,102,0.15,15.42
55:35.6,Winter,2.81,33.48,6.08,619.9,187,0.25,20.44
55:35.6,Winter,3.65,68.37,6.25,427.52,162,0.18,23.52
55:35.6,Winter,1.99,30.63,18.28,665.79,128,0.17,19.44
55:35.6,Winter,5.22,46.06,11.62,225.22,84,0.22,19.68
55:35.6,Winter,4.15,57.6,18.68,386.08,68,0.15,18.28
55:35.6,Winter,6.64,63.87,0.3,363.59,184,0.3,13.77
55:35.6,Winter,-1.41,46.67,0.75,676.38,156,0.23,14.64
55:35.6,Winter,-0.6,59.4,10.02,94.82,158,0.27,19.43
55:35.6,Winter,2.97,41.06,3.35,478.92,7,0.23,19.44
55:35.6,Winter,-1.29,37.01,1.47,631.22,8,0.15,20.53
55:35.6,Winter,6.72,79.05,14.32,105.22,10,0.12,19.8
55:35.6,Winter,-4.39,31.61,11.88,306.03,19,0.11,12.26
55:35.6,Winter,-4.86,66.58,18.15,662.5,20,0.1,18.77
55:35.6,Winter,-1.07,69.49,9.75,327.85,7,0.09,11.26
55:35.6,Winter,1.83,52.02,2.42,647.43,10,0.14,15.3
55:35.6,Winter,-0.19,37.62,10.89,571.82,20,0.14,17.79
55:35.6,Winter,-2.09,49.74,3.82,718.14,31,0.08,11.1
55:35.6,Winter,4.79,69.75,17.81,763.66,14,0.09,16.59
55:35.6,Winter,-1.59,63.2,9.18,129.43,48,0.15,12.69
55:35.6,Winter,3.6,44.3,7.89,946.67,33,0.05,19.73
55:35.6,Winter,-3.77,69.51,19.02,395.45,10,0.11,21.33
55:35.6,Winter,-3.22,77.56,14.82,65.91,44,0.16,15.52
55:35.6,Winter,-2.41,43.7,10.8,268.97,18,0.28,13.26
55:35.6,Winter,9.58,63.92,15.06,623.98,46,0.27,13.08
55:35.6,Winter,1.13,43.68,5.48,472.85,17,0.16,19.42
55:35.6,Winter,2.57,54.46,16.71,843.37,30,0.27,9
55:35.6,Winter,-1.93,30.01,8.91,116.83,22,0.27,16.7
55:35.6,Winter,3.23,67.84,6.96,475.25,35,0.22,11.23
55:35.6,Winter,-0.78,46.26,4.48,777.54,38,0.21,16.53
55:35.6,Winter,0.89,70.95,2.4,187.72,5,0.3,17.25
55:35.6,Winter,6.11,70.61,14.8,406.78,21,0.17,9.11
55:35.6,Winter,9.8,70.3,10.12,765.76,24,0.16,16.92
55:35.6,Winter,-1.41,73.17,2.55,139.43,26,0.21,13.78
55:35.6,Winter,1.02,33.52,6,336.96,40,0.27,21.94
55:35.6,Winter,-2.15,65.05,0.95,253.75,9,0.09,11.82
55:35.6,Winter,-3.71,34.53,5.59,674.14,24,0.11,20.2
55:35.6,Winter,3.6,49.35,5.5,575.9,36,0.14,14.65
55:35.6,Winter,2.59,63.26,17.57,318.37,9,0.11,11.07
55:35.6,Winter,-4.67,37.21,7.66,205.81,7,0.06,11.68
55:35.6,Winter,-4.89,31.81,3.6,802.33,48,0.14,22.34
55:35.6,Winter,2.44,66.18,11.91,16.95,15,0.06,16.62
55:35.6,Winter,5.88,37.53,6.98,274.56,47,0.06,17.62
55:35.6,Winter,-3.71,35.68,8.58,496.88,18,0.06,16.72
55:35.6,Winter,-1.86,70.11,12.64,283.65,47,0.08,16.85
55:35.6,Winter,0.33,64.01,4.45,935.29,30,0.1,15.46
55:35.6,Winter,8.36,44.11,1.32,684.52,45,0.14,20.22
55:35.6,Winter,4.31,75.95,16.43,468.84,31,0.11,16.97
55:35.6,Winter,5.85,44.2,3.67,509.58,36,0.26,16.92
55:35.6,Winter,8.35,40.29,3,568.8,26,0.11,9.71
55:35.6,Winter,1.97,53.11,9.22,159.76,48,0.23,22.31
55:35.6,Winter,7.6,69.79,13.91,953.03,5,0.12,11.42
55:35.6,Winter,3.22,42.02,9.62,38.79,11,0.2,17.61
55:35.6,Winter,-4.79,72.02,14.24,13.17,43,0.17,23.43
55:35.6,Winter,-1.56,69.08,2.8,318.19,10,0.27,13.58
55:35.6,Winter,-4.13,46.13,11.96,952.23,35,0.13,14.02
55:35.6,Winter,-3.65,54.44,16.45,192.6,23,0.18,13
55:35.6,Winter,9.87,77.44,13.71,913.89,10,0.12,10.49
55:35.6,Winter,5.69,57.69,17.96,824.5,9,0.28,15.48
55:35.6,Winter,-1.07,55.37,9.48,624.82,6,0.09,14.44
55:35.6,Winter,7.65,71.02,12.14,93.89,32,0.13,10.04
55:35.6,Winter,7.91,79.03,0.99,920.21,9,0.1,12.16
55:35.6,Winter,0.27,30.84,6.26,198.72,18,0.15,15.22
55:35.6,Winter,3,75.93,17.11,654.55,5,0.09,14.31
55:35.6,Winter,1.65,66.34,15.38,656.03,7,0.14,17.52
55:35.6,Winter,1.85,34.95,12.75,66.85,27,0.1,15.44
55:35.6,Winter,-4.08,48.45,7.45,804.35,7,0.13,16.33
55:35.6,Winter,4.71,60.64,19.97,334.26,28,0.11,17.72
55:35.6,Winter,3.08,50.43,1.89,241.74,25,0.09,14.99
55:35.6,Winter,5.91,59.26,10.43,735.59,28,0.08,18.79
55:35.6,Winter,3.66,63.06,14.39,87.95,173,0.15,15.15
55:35.6,Winter,0.71,41.62,17.15,466.57,144,0.2,18.6
55:35.6,Winter,-2.76,75.64,12.8,261.05,152,0.12,19.52
55:35.6,Winter,9.74,62.65,5.35,78.49,123,0.12,12.23
55:35.6,Winter,1.4,43.86,14.53,434.49,60,0.3,11.25
55:35.6,Winter,-0.42,49.83,11.07,137.8,172,0.2,22.68
55:35.6,Winter,7.67,43.32,13.3,333.54,133,0.15,15.92
55:35.6,Winter,8.31,45.18,5.42,798.65,127,0.13,18.6
55:35.6,Winter,3.41,76.56,7.43,123.47,66,0.24,15.02
55:35.6,Winter,5.19,75.18,18.48,228.93,133,0.19,21.99
55:35.6,Winter,7.91,77.24,12.26,726.02,96,0.24,17.44
55:35.6,Winter,-4.71,40.03,3.92,337.43,29,0.2,23.31
55:35.6,Winter,-1.1,75.34,15.91,164.51,27,0.25,12.83
55:35.6,Winter,-3.26,73.5,5.79,65.59,22,0.13,13.61
55:35.6,Winter,4.96,35.23,4.91,167.06,5,0.12,10.5
55:35.6,Winter,-3.68,35.71,10.01,693.88,21,0.07,11.95
55:35.6,Winter,2.88,58.95,2.5,234.51,29,0.1,20.84
55:35.6,Winter,6.47,63.42,13.36,706.32,17,0.12,11.68
55:35.6,Winter,-3.24,64.36,12.25,957.14,8,0.07,14.05
55:35.6,Winter,4.83,70.41,10.96,374.82,5,0.09,10.07
55:35.6,Winter,-4.12,76.17,7.83,216.16,29,0.05,21.78
55:35.6,Winter,4.28,53.64,1.91,869.69,8,0.13,19.22
55:35.6,Winter,6.99,73.1,5.35,872.86,8,0.11,14.42
55:35.6,Winter,-3.74,31.31,4.86,926.3,23,0.15,11.91
55:35.6,Winter,2.92,49.23,1.61,691.23,148,0.29,23.34
55:35.6,Winter,3.53,59.94,10.3,22.78,167,0.26,21.29
55:35.6,Winter,-3.38,38.99,7.19,672.98,123,0.25,23.23
55:35.6,Winter,9.37,36.57,13.08,307.75,181,0.3,22.8
55:35.6,Winter,7.5,48.49,3.95,879.84,181,0.16,16.02
55:35.6,Winter,9.44,31.5,4.09,932.54,200,0.2,11.58
55:35.6,Winter,-4.06,71.5,13.98,593.34,198,0.25,19.61
55:35.6,Winter,2.18,70.04,4.15,609.98,141,0.11,12.92
55:35.6,Winter,-0.8,35.15,16.27,261.15,183,0.27,15.75
55:35.6,Winter,-4.45,33.96,16.64,236.54,79,0.1,13.82
55:35.6,Winter,4.23,54.89,14.54,610.45,160,0.14,20.52
55:35.6,Winter,-2.13,39.91,12.66,393.36,15,0.21,20.46
55:35.6,Winter,6.47,79.6,14.14,853.88,30,0.11,8.03
55:35.6,Winter,-1.71,55.35,19.09,22.68,24,0.06,17.92
55:35.6,Winter,-1.23,37.13,0.73,871.67,29,0.13,11.95
55:35.6,Winter,3.5,44.51,12.34,187.31,24,0.14,10.7
55:35.6,Winter,7.54,32.21,12.83,238.49,23,0.1,9.08
55:35.6,Winter,9.54,75.13,5.48,172.12,9,0.13,19.95
55:35.6,Winter,2.61,44.93,2.75,136.91,16,0.08,10.99
55:35.6,Winter,0.29,70.27,8.62,589.69,6,0.1,14.57
55:35.6,Winter,9.06,37.32,2.75,453.55,29,0.09,9.14
55:35.6,Winter,-3.16,75.38,14.42,741.16,29,0.15,18.84
55:35.6,Winter,3.7,70.24,14.09,170.08,15,0.08,17.83
55:35.6,Winter,2.73,42.33,1.11,378.58,9,0.13,11.62
55:35.6,Winter,8.12,69.97,13.74,240.76,111,0.23,20.47
55:35.6,Winter,8.07,42.26,19.75,51.8,191,0.28,17.6
55:35.6,Winter,9.01,72.56,14.15,185.68,176,0.29,15.24
55:35.6,Winter,3.88,69.9,15.71,486.31,62,0.29,20.8
55:35.6,Winter,1.62,39.32,19.36,771.71,82,0.19,15.22
55:35.6,Winter,-4.17,74.27,7.78,367.79,164,0.23,15.05
55:35.6,Winter,2.92,46.3,13.36,238.01,143,0.11,17.97
55:35.6,Winter,4.78,67.87,1.21,659.44,136,0.1,21.97
55:35.6,Winter,4.23,42.44,10.85,190.59,138,0.19,20.51
55:35.6,Winter,1.4,57.09,17.78,894.08,80,0.22,13.96
55:35.6,Winter,0.3,59.01,0.6,607.44,73,0.29,19.35
55:35.6,Winter,-0.12,31.69,7.2,50.45,7,0.19,18.14
55:35.6,Winter,-2.64,54.55,8.96,858.92,26,0.28,15.18
55:35.6,Winter,8.99,63.11,11.32,389.47,11,0.11,15.89
55:35.6,Winter,9.15,37.4,2.08,728.17,8,0.07,8.79
55:35.6,Winter,-0.13,59.08,8.69,442.87,11,0.1,16.38
55:35.6,Winter,-2.48,74.39,15.87,539.72,10,0.11,17.78
55:35.6,Winter,-3,58.01,16.75,793.23,29,0.11,14.89
55:35.6,Winter,3.47,30.84,4.04,98.64,16,0.12,14.07
55:35.6,Winter,-3.47,73.62,16.35,204.38,24,0.1,12.55
55:35.6,Winter,-4.55,71.99,9.2,383.61,15,0.06,17.9
55:35.6,Winter,8.14,34.42,5.75,389.28,15,0.05,16.71
